x1,x2,x3,x4,x5,x6,x7
430.5,1,2,1,15,29,12
430.75,0,1,1,5,16,19
431.0,0,1,2,12,24,22
431.25,0,0,2,11,30,15
431.5,1,2,1,12,28,23
431.75,1,1,5,7,28,14
432.0,1,0,1,10,34,17
432.25,0,1,0,11,17,23
432.5,1,0,3,20,30,20
432.75,3,0,1,8,25,17
433.0,2,2,0,13,25,16
433.25,0,0,1,12,31,21
433.5,0,2,1,21,20,19
433.75,0,3,2,14,32,9
434.0,0,1,3,7,25,15
434.25,2,0,1,10,24,19
434.5,0,0,1,9,31,19
434.75,1,1,3,9,24,17
435.0,2,3,0,11,26,23
435.25,0,2,1,14,27,16
435.5,0,1,2,8,22,12
435.75,2,0,3,11,22,16
436.0,0,0,0,9,18,16
436.25,5,2,1,11,22,16
436.5,1,1,0,8,15,14
436.75,1,2,0,9,25,27
437.0,1,1,2,14,29,25
437.25,1,0,2,9,17,18
437.5,3,2,0,17,27,16
437.75,0,1,0,13,26,22
438.0,1,0,0,12,30,21
438.25,0,0,3,10,27,24
438.5,2,1,2,15,22,13
438.75,2,0,1,10,22,18
439.0,0,0,4,17,32,21
439.25,0,1,2,16,32,20
439.5,0,0,0,7,30,15
439.75,2,2,2,15,28,14
440.0,3,1,2,14,28,20
440.25,1,2,1,6,28,25
440.5,1,2,1,9,19,15
440.75,2,0,2,13,31,9
441.0,2,0,3,6,29,23
441.25,2,0,0,12,32,14
441.5,0,1,2,14,30,13
441.75,3,0,4,14,31,25
442.0,1,2,2,9,16,21
442.25,1,2,0,18,25,16
442.5,1,3,5,12,24,22
442.75,1,0,5,17,32,28
443.0,1,1,1,14,24,13
443.25,1,0,4,5,21,16
443.5,0,1,5,18,32,15
443.75,0,0,1,9,31,19
444.0,1,0,2,9,25,16
444.25,0,2,1,12,30,21
444.5,0,2,3,10,20,16
444.75,0,1,2,8,20,28
445.0,3,1,1,10,24,27
445.25,1,1,3,19,26,22
445.5,5,0,2,12,26,21
445.75,1,1,1,11,22,19
446.0,0,2,3,10,22,15
446.25,2,0,3,17,13,15
446.5,0,1,3,9,21,22
446.75,3,2,2,13,22,22
447.0,2,0,5,16,34,9
447.25,3,1,3,4,28,22
447.5,0,0,4,8,14,16
447.75,2,0,0,16,32,13
448.0,0,2,5,17,26,21
448.25,0,0,0,8,24,14
448.5,0,2,2,11,33,19
448.75,2,0,1,9,26,16
449.0,1,0,1,12,25,17
449.25,0,1,2,12,22,17
449.5,2,2,1,11,22,20
449.75,2,3,1,14,29,16
450.0,1,1,2,11,30,20
450.25,1,1,3,10,20,20
450.5,1,0,2,8,22,19
450.75,0,1,2,11,25,18
451.0,0,0,3,14,25,21
451.25,0,3,1,11,29,12
451.5,2,0,2,10,26,19
451.75,0,1,4,14,31,19
452.0,1,1,2,13,28,17
452.25,2,1,1,16,28,22
452.5,0,5,1,14,34,25
452.75,1,0,1,10,22,19
453.0,0,2,1,14,33,30
453.25,3,0,2,11,30,15
453.5,1,1,0,15,27,20
453.75,4,1,1,10,30,26
454.0,1,2,1,11,29,20
454.25,4,0,1,11,34,19
454.5,2,2,0,4,22,16
454.75,3,0,2,10,34,18
455.0,0,1,4,11,34,20
455.25,0,1,2,9,27,23
455.5,1,2,2,10,25,26
455.75,0,1,1,13,30,23
456.0,2,2,3,11,15,14
456.25,0,0,2,15,24,13
456.5,2,2,1,10,27,12
456.75,0,1,7,12,27,20
457.0,1,1,1,21,31,20
457.25,1,0,2,10,30,27
457.5,1,1,2,20,30,11
457.75,1,0,1,16,25,16
458.0,3,0,4,10,28,19
458.25,2,1,4,7,15,18
458.5,2,0,3,19,25,18
458.75,2,2,2,12,31,16
459.0,0,0,3,11,29,16
459.25,0,3,3,8,25,23
459.5,0,1,1,8,21,19
459.75,2,0,1,13,30,14
460.0,0,0,4,15,39,16
460.25,0,1,0,12,28,14
460.5,0,2,1,16,18,20
460.75,0,0,2,11,20,13
461.0,2,0,3,7,23,22
461.25,0,1,1,12,33,23
461.5,3,2,2,17,25,16
461.75,1,0,1,8,26,17
462.0,0,0,3,6,29,22
462.25,2,0,2,11,21,18
462.5,0,1,3,7,27,16
462.75,0,4,1,16,23,17
463.0,4,3,2,13,31,17
463.25,1,1,2,10,36,19
463.5,1,4,3,12,27,21
463.75,1,0,1,10,32,13
464.0,1,4,4,11,36,19
464.25,0,1,3,13,42,25
464.5,1,0,3,12,30,17
464.75,2,2,1,10,25,17
465.0,2,1,6,13,30,17
465.25,3,4,2,11,33,12
465.5,1,1,3,19,24,12
465.75,2,2,1,13,28,22
466.0,0,1,1,14,20,19
466.25,3,2,4,13,21,22
466.5,0,1,1,11,25,17
466.75,1,0,4,14,26,11
467.0,1,0,0,12,32,24
467.25,3,1,2,17,19,15
467.5,1,1,2,12,41,9
467.75,0,1,6,8,22,16
468.0,2,0,3,6,36,18
468.25,1,0,2,13,18,14
468.5,2,1,2,14,33,21
468.75,0,1,1,15,23,18
469.0,0,0,2,18,21,19
469.25,0,0,1,15,25,18
469.5,0,1,3,7,29,17
469.75,1,1,3,11,23,15
470.0,2,0,2,10,18,18
470.25,3,0,2,16,25,20
470.5,0,1,3,6,24,22
470.75,0,0,4,5,31,22
471.0,1,1,0,10,31,17
471.25,2,0,2,7,17,11
471.5,1,0,1,10,31,16
471.75,2,0,3,15,28,20
472.0,0,1,2,15,30,31
472.25,0,1,3,6,23,24
472.5,1,1,1,14,29,21
472.75,3,0,3,15,25,20
473.0,2,1,4,13,24,17
473.25,1,1,2,14,25,11
473.5,0,1,2,12,25,26
473.75,0,0,2,10,30,22
474.0,0,2,2,15,27,19
474.25,1,3,2,15,25,13
474.5,0,0,2,14,20,14
474.75,2,2,2,12,26,18
475.0,3,2,3,15,26,27
475.25,2,0,1,13,22,14
475.5,1,1,0,15,18,12
475.75,2,1,1,14,23,21
476.0,3,0,4,19,26,28
476.25,0,0,1,10,29,17
476.5,1,0,2,8,22,12
476.75,0,5,6,6,21,21
477.0,2,0,1,14,25,19
477.25,3,1,1,10,23,13
477.5,0,0,2,8,29,21
477.75,0,0,2,4,23,22
478.0,2,1,2,11,27,22
478.25,0,0,5,15,37,26
478.5,2,3,0,11,25,15
478.75,0,1,4,20,22,20
479.0,1,2,5,13,41,19
479.25,0,0,1,10,32,24
479.5,0,0,1,7,26,17
479.75,2,2,2,16,24,14
480.0,2,0,0,8,26,17
480.25,1,2,2,13,21,22
480.5,1,0,2,13,24,9
480.75,0,0,4,13,25,16
481.0,2,3,1,17,21,18
481.25,1,0,4,14,20,19
481.5,0,0,1,8,20,11
481.75,0,1,1,16,22,18
482.0,5,1,1,11,24,18
482.25,2,2,0,18,22,21
482.5,2,2,2,13,31,23
482.75,0,1,1,11,19,16
483.0,0,0,1,13,28,18
483.25,0,0,1,15,20,20
483.5,1,2,4,14,23,20
483.75,2,1,2,14,26,20
484.0,1,0,1,16,28,21
484.25,1,1,4,13,27,24
484.5,1,2,2,8,24,29
484.75,1,3,0,10,32,15
485.0,2,0,2,11,21,17
485.25,0,0,2,8,29,14
485.5,0,1,0,10,21,25
485.75,1,1,2,18,23,20
486.0,1,3,1,9,27,12
486.25,0,6,3,12,27,15
486.5,0,1,2,13,29,15
486.75,2,1,3,15,38,14
487.0,0,1,5,14,23,14
487.25,0,2,2,7,32,15
487.5,2,2,2,13,23,25
487.75,3,1,1,13,31,20
488.0,0,3,2,16,33,18
488.25,0,0,2,8,34,16
488.5,0,1,1,14,20,22
488.75,1,2,2,9,31,23
489.0,0,2,3,7,29,29
489.25,1,1,2,14,31,15
489.5,0,3,3,16,21,13
489.75,2,3,2,14,29,26
490.0,0,1,1,11,25,19
490.25,1,1,4,16,26,18
490.5,0,0,2,19,25,13
490.75,2,0,4,9,25,15
491.0,1,0,2,20,27,16
491.25,1,0,3,8,24,15
491.5,2,1,1,9,33,18
491.75,1,0,2,16,24,15
492.0,0,2,1,10,22,24
492.25,2,2,3,10,35,10
492.5,1,1,2,13,22,15
492.75,1,0,3,12,32,15
493.0,0,2,5,12,29,20
493.25,0,0,0,16,22,17
493.5,1,3,2,13,20,15
493.75,2,1,2,14,26,20
494.0,1,0,1,12,22,19
494.25,0,1,1,13,34,18
494.5,3,0,2,15,25,10
494.75,1,0,3,11,32,21
495.0,3,2,1,10,27,17
495.25,1,1,4,24,27,8
495.5,2,0,4,14,28,21
495.75,2,1,1,15,22,21
496.0,0,2,1,9,30,19
496.25,0,1,4,13,26,17
496.5,0,1,5,9,20,18
496.75,1,0,4,12,27,10
497.0,3,0,1,17,31,30
497.25,1,2,1,11,26,23
497.5,3,0,1,9,24,16
497.75,2,2,1,11,27,22
498.0,1,0,4,9,40,17
498.25,0,2,0,15,21,15
498.5,0,0,3,12,26,19
498.75,1,2,2,8,28,15
499.0,0,2,0,10,30,19
499.25,0,2,1,7,26,18
499.5,2,2,2,22,16,16
499.75,2,2,3,9,34,16
500.0,0,0,0,10,20,13
